IATA_AIRLINE,ID_AIRLINE,IATA_DEP_AIRPORT,ID_DEP_AIRPORT,IATA_ARR_AIRPORT,ID_ARR_AIRPORT,CODESHARE,STOPS,AIRCRAFT_TYPE,dep_geometry,arr_geometry,distance
3M,20710,FLL,3533,MCO,3878,,0,SF3,POINT (-80.152702 26.072599),POINT (-81.30899811 28.42939949),321991.7137536562
3M,20710,FLL,3533,TPA,3646,,0,SF3,POINT (-80.152702 26.072599),POINT (-82.53320313 27.97550011),356056.86803066474
3M,20710,MCO,3878,FLL,3533,,0,SF3,POINT (-81.30899811 28.42939949),POINT (-80.152702 26.072599),321991.7137536562
3M,20710,MCO,3878,RSW,3793,,0,SF3,POINT (-81.30899811 28.42939949),POINT (-81.75520325 26.53619957),242712.35274392646
3M,20710,RSW,3793,MCO,3878,,0,SF3,POINT (-81.75520325 26.53619957),POINT (-81.30899811 28.42939949),242712.35274392646
3M,20710,TPA,3646,FLL,3533,,0,SF3,POINT (-82.53320313 27.97550011),POINT (-80.152702 26.072599),356056.86803066474
4B,20565,LAS,3877,LAX,3484,,0,PL2,POINT (-115.151817 36.083361),POINT (-118.407997 33.942501),464842.0544610031
4B,20565,LAX,3484,LAS,3877,,0,PL2,POINT (-118.407997 33.942501),POINT (-115.151817 36.083361),464842.0544610031
9E,3976,ATL,3682,CVG,3488,,0,CR9 ,POINT (-84.428101 33.6367),POINT (-84.667801 39.048801),749016.3395202017
9E,3976,ATL,3682,MSP,3858,,0,,POINT (-84.428101 33.6367),POINT (-93.221802 44.882),1895224.6934125067
9E,3976,CVG,3488,ATL,3682,,0,CR9 ,POINT (-84.667801 39.048801),POINT (-84.428101 33.6367),749016.3395202017
9E,3976,DTW,3645,MSY,3861,,0,CR9,POINT (-83.35340118 42.21239853),POINT (-90.25800323 29.99340057),1856709.4788416696
9E,3976,JFK,3797,MSY,3861,,0,CR9,POINT (-73.779317 40.639447),POINT (-90.25800323 29.99340057),2342373.236786362
9E,3976,MEM,3473,MSY,3861,,0,CRJ,POINT (-89.97669983 35.04240036),POINT (-90.25800323 29.99340057),667677.8423097248
9E,3976,MSP,3858,ATL,3682,,0,,POINT (-93.221802 44.882),POINT (-84.428101 33.6367),1895224.6934125067
9E,3976,MSP,3858,MSY,3861,,0,CR9,POINT (-93.221802 44.882),POINT (-90.25800323 29.99340057),2126018.497437992
9E,3976,MSY,3861,DTW,3645,,0,CR9,POINT (-90.25800323 29.99340057),POINT (-83.35340118 42.21239853),1856709.4788416696
9E,3976,MSY,3861,JFK,3797,,0,CR9,POINT (-90.25800323 29.99340057),POINT (-73.779317 40.639447),2342373.236786362
9E,3976,MSY,3861,MEM,3473,,0,CRJ,POINT (-90.25800323 29.99340057),POINT (-89.97669983 35.04240036),667677.8423097248
9E,3976,MSY,3861,MSP,3858,,0,CR9,POINT (-90.25800323 29.99340057),POINT (-93.221802 44.882),2126018.497437992
AA,24,ATL,3682,CLT,3876,Y,0,319 320 CR9 321,POINT (-84.428101 33.6367),POINT (-80.94309998 35.2140007),442516.6665160761
AA,24,ATL,3682,DFW,3670,,0,M80 319 M83,POINT (-84.428101 33.6367),POINT (-97.038002 32.896801),1407180.059276798
AA,24,ATL,3682,MIA,3576,,0,738,POINT (-84.428101 33.6367),POINT (-80.29060364 25.79319954),1106999.531285076
AA,24,ATL,3682,ORD,3830,Y,0,CR7 E75,POINT (-84.428101 33.6367),POINT (-87.9048 41.9786),1239616.7286364255
AA,24,ATL,3682,PHL,3752,Y,0,E75 E90 319 CRJ E70,POINT (-84.428101 33.6367),POINT (-75.2410965 39.87189865),1340884.9570231386
AA,24,ATL,3682,PHX,3462,Y,0,320 321,POINT (-84.428101 33.6367),POINT (-112.005905 33.435302),3070064.922174599
AA,24,AUS,3673,CLT,3876,Y,0,CR9,POINT (-97.662015 30.197535),POINT (-80.94309998 35.2140007),1976053.708166101
AA,24,AUS,3673,DFW,3670,,0,M80 738 M83,POINT (-97.662015 30.197535),POINT (-97.038002 32.896801),359424.04849522474
AA,24,AUS,3673,JFK,3797,,0,738,POINT (-97.662015 30.197535),POINT (-73.779317 40.639447),3018952.3941698773
AA,24,AUS,3673,LAX,3484,,0,738 M83,POINT (-97.662015 30.197535),POINT (-118.407997 33.942501),2361282.796665984
AA,24,AUS,3673,MSY,3861,,0,,POINT (-97.662015 30.197535),POINT (-90.25800323 29.99340057),824629.202183219
AA,24,AUS,3673,ORD,3830,,0,M83 M80,POINT (-97.662015 30.197535),POINT (-87.9048 41.9786),1957747.8132450648
AA,24,AUS,3673,PHL,3752,,0,319 E90,POINT (-97.662015 30.197535),POINT (-75.2410965 39.87189865),2822687.253270219
AA,24,AUS,3673,PHX,3462,,0,319,POINT (-97.662015 30.197535),POINT (-112.005905 33.435302),1652156.6728852196
AA,24,BNA,3690,CLT,3876,,0,319 CR7,POINT (-86.67819977 36.12450027),POINT (-80.94309998 35.2140007),650505.2400497765
AA,24,BNA,3690,DFW,3670,,0,M80 738 M83,POINT (-86.67819977 36.12450027),POINT (-97.038002 32.896801),1232967.6642946391
AA,24,BNA,3690,JFK,3797,Y,0,ER4,POINT (-86.67819977 36.12450027),POINT (-73.779317 40.639447),1572695.9002876563
AA,24,BNA,3690,LAX,3484,,0,738,POINT (-86.67819977 36.12450027),POINT (-118.407997 33.942501),3544582.8557015457
AA,24,BNA,3690,MIA,3576,,0,738,POINT (-86.67819977 36.12450027),POINT (-80.29060364 25.79319954),1520752.7915748188
AA,24,BNA,3690,ORD,3830,Y,0,ERD ER4 CR7 E75,POINT (-86.67819977 36.12450027),POINT (-87.9048 41.9786),851033.7916246657
AA,24,BNA,3690,PHL,3752,,0,CRJ,POINT (-86.67819977 36.12450027),POINT (-75.2410965 39.87189865),1378920.4199303468
AA,24,BOS,3448,CLT,3876,,0,319 321 320 E90,POINT (-71.005203 42.3643),POINT (-80.94309998 35.2140007),1506580.9954156724
AA,24,BOS,3448,DFW,3670,,0,738 757,POINT (-71.005203 42.3643),POINT (-97.038002 32.896801),3190292.1839163997
AA,24,BOS,3448,JFK,3797,,0,738,POINT (-71.005203 42.3643),POINT (-73.779317 40.639447),401382.0474806486
AA,24,BOS,3448,LAX,3484,,0,738 757,POINT (-71.005203 42.3643),POINT (-118.407997 33.942501),5410390.171388201
AA,24,BOS,3448,MIA,3576,,0,757 738,POINT (-71.005203 42.3643),POINT (-80.29060364 25.79319954),2468999.7921396215
AA,24,BOS,3448,ORD,3830,,0,738,POINT (-71.005203 42.3643),POINT (-87.9048 41.9786),1882146.3295604843
AA,24,BOS,3448,PDX,3720,Y,0,737,POINT (-71.005203 42.3643),POINT (-122.5979996 45.58869934),5764918.438950161
AA,24,BOS,3448,PHL,3752,,0,E90 319 321 320,POINT (-71.005203 42.3643),POINT (-75.2410965 39.87189865),598363.3070259973
AA,24,BOS,3448,PHX,3462,,0,320 319 321,POINT (-71.005203 42.3643),POINT (-112.005905 33.435302),4735564.476534443
AA,24,BOS,3448,PIT,3570,Y,0,E70 CRJ,POINT (-71.005203 42.3643),POINT (-80.23290253 40.49150085),1064197.486168947
AA,24,BOS,3448,SAN,3731,Y,0,737,POINT (-71.005203 42.3643),POINT (-117.1900024 32.73360062),5317009.470647519
AA,24,BWI,3849,CLT,3876,,0,E90 321 757 319 737 320,POINT (-76.668297 39.1754),POINT (-80.94309998 35.2140007),730188.1021704953
AA,24,BWI,3849,DFW,3670,,0,M83 M80,POINT (-76.668297 39.1754),POINT (-97.038002 32.896801),2427005.41575469
AA,24,BWI,3849,JFK,3797,Y,0,ER4,POINT (-76.668297 39.1754),POINT (-73.779317 40.639447),385451.7738302722
AA,24,BWI,3849,MIA,3576,,0,738,POINT (-76.668297 39.1754),POINT (-80.29060364 25.79319954),1818604.2644198944
AA,24,BWI,3849,ORD,3830,Y,0,E75 ER4 CR7,POINT (-76.668297 39.1754),POINT (-87.9048 41.9786),1316617.8790619927
AA,24,BWI,3849,PHL,3752,,0,319 DH3 E90,POINT (-76.668297 39.1754),POINT (-75.2410965 39.87189865),188002.68569726255
AA,24,BWI,3849,PHX,3462,,0,319 320,POINT (-76.668297 39.1754),POINT (-112.005905 33.435302),4013017.011237039
AA,24,CLE,3486,CLT,3876,,0,319,POINT (-81.84980011 41.4117012),POINT (-80.94309998 35.2140007),886025.1179212219
AA,24,CLE,3486,DFW,3670,,0,319,POINT (-81.84980011 41.4117012),POINT (-97.038002 32.896801),2068484.483383478
AA,24,CLE,3486,JFK,3797,Y,0,ER4,POINT (-81.84980011 41.4117012),POINT (-73.779317 40.639447),905600.2033918574
AA,24,CLE,3486,MIA,3576,Y,0,ER4,POINT (-81.84980011 41.4117012),POINT (-80.29060364 25.79319954),2106929.6690463796
AA,24,CLE,3486,ORD,3830,Y,0,CR7 ER4 ERD,POINT (-81.84980011 41.4117012),POINT (-87.9048 41.9786),679317.4441714289
AA,24,CLE,3486,PHL,3752,Y,0,E75 CRJ E70 CR9,POINT (-81.84980011 41.4117012),POINT (-75.2410965 39.87189865),769583.3928818615
AA,24,CLT,3876,ATL,3682,Y,0,320 CR9 321 319,POINT (-80.94309998 35.2140007),POINT (-84.428101 33.6367),442516.6665160761
AA,24,CLT,3876,AUS,3673,,0,CR9,POINT (-80.94309998 35.2140007),POINT (-97.662015 30.197535),1976053.708166101
AA,24,CLT,3876,BNA,3690,,0,319 CR7,POINT (-80.94309998 35.2140007),POINT (-86.67819977 36.12450027),650505.2400497765
AA,24,CLT,3876,BOS,3448,,0,321 319 320,POINT (-80.94309998 35.2140007),POINT (-71.005203 42.3643),1506580.9954156724
AA,24,CLT,3876,BWI,3849,,0,319 737 321 757 320 E90,POINT (-80.94309998 35.2140007),POINT (-76.668297 39.1754),730188.1021704953
AA,24,CLT,3876,CLE,3486,,0,319,POINT (-80.94309998 35.2140007),POINT (-81.84980011 41.4117012),886025.1179212219
AA,24,CLT,3876,CVG,3488,,0,CRJ CR9,POINT (-80.94309998 35.2140007),POINT (-84.667801 39.048801),677388.0501390502
AA,24,CLT,3876,DEN,3751,,0,321 320,POINT (-80.94309998 35.2140007),POINT (-104.6729965 39.86169815),2721080.9753079168
AA,24,CLT,3876,DFW,3670,,0,M80 321 319 M83 320 737 757,POINT (-80.94309998 35.2140007),POINT (-97.038002 32.896801),1818533.9967462628
AA,24,CLT,3876,DTW,3645,,0,319 321 320,POINT (-80.94309998 35.2140007),POINT (-83.35340118 42.21239853),1035223.5857803491
AA,24,CLT,3876,EWR,3494,,0,321 320 737 319,POINT (-80.94309998 35.2140007),POINT (-74.168701 40.692501),1080701.573118741
AA,24,CLT,3876,FLL,3533,,0,320 737 321 319,POINT (-80.94309998 35.2140007),POINT (-80.152702 26.072599),1188187.9619852728
AA,24,CLT,3876,IAD,3714,,0,CR7,POINT (-80.94309998 35.2140007),POINT (-77.455803 38.9445),649504.0822019973
AA,24,CLT,3876,IAH,3550,,0,737 319 321 320,POINT (-80.94309998 35.2140007),POINT (-95.34140015 29.9843998),1745599.1763892227
AA,24,CLT,3876,IND,3585,,0,319,POINT (-80.94309998 35.2140007),POINT (-86.294403 39.7173),868457.0212608748
AA,24,CLT,3876,JFK,3797,,0,321 319,POINT (-80.94309998 35.2140007),POINT (-73.779317 40.639447),1105973.5588162097
AA,24,CLT,3876,LAS,3877,,0,321,POINT (-80.94309998 35.2140007),POINT (-115.151817 36.083361),3809958.8530129637
AA,24,CLT,3876,LAX,3484,,0,321,POINT (-80.94309998 35.2140007),POINT (-118.407997 33.942501),4174115.096496295
AA,24,CLT,3876,MCI,3458,,0,319,POINT (-80.94309998 35.2140007),POINT (-94.713898 39.2976),1635984.8699134572
AA,24,CLT,3876,MCO,3878,,0,321 767 757 319,POINT (-80.94309998 35.2140007),POINT (-81.30899811 28.42939949),890713.0431721066
AA,24,CLT,3876,MEM,3473,,0,319,POINT (-80.94309998 35.2140007),POINT (-89.97669983 35.04240036),1005886.9378959776
AA,24,CLT,3876,MIA,3576,,0,320 321 319 737,POINT (-80.94309998 35.2140007),POINT (-80.29060364 25.79319954),1221672.0799347353
AA,24,CLT,3876,MSP,3858,,0,319 321 320,POINT (-80.94309998 35.2140007),POINT (-93.221802 44.882),1963745.9286774765
AA,24,CLT,3876,MSY,3861,Y,0,319 320 E75 CR9,POINT (-80.94309998 35.2140007),POINT (-90.25800323 29.99340057),1245687.7284082384
AA,24,CLT,3876,ORD,3830,,0,321 320 CR9 E90,POINT (-80.94309998 35.2140007),POINT (-87.9048 41.9786),1237485.4998942122
AA,24,CLT,3876,PDX,3720,,0,320,POINT (-80.94309998 35.2140007),POINT (-122.5979996 45.58869934),4880297.097392691
AA,24,CLT,3876,PHL,3752,,0,767 E90 319 320 332 757 321 737,POINT (-80.94309998 35.2140007),POINT (-75.2410965 39.87189865),911627.7469839819
AA,24,CLT,3876,PHX,3462,,0,757 321,POINT (-80.94309998 35.2140007),POINT (-112.005905 33.435302),3466198.793772026
AA,24,CLT,3876,PIT,3570,,0,319 737 320 321,POINT (-80.94309998 35.2140007),POINT (-80.23290253 40.49150085),748809.0632012449
AA,24,CLT,3876,RDU,3626,,0,320 737 319 321 E90,POINT (-80.94309998 35.2140007),POINT (-78.787498 35.877602),256562.16343484758
AA,24,CLT,3876,RSW,3793,,0,320 321 319 737,POINT (-80.94309998 35.2140007),POINT (-81.75520325 26.53619957),1130975.4953038597
AA,24,CLT,3876,SAN,3731,,0,320 321,POINT (-80.94309998 35.2140007),POINT (-117.1900024 32.73360062),4048704.676866261
AA,24,CLT,3876,SFO,3469,,0,321,POINT (-80.94309998 35.2140007),POINT (-122.375 37.61899948),4624165.070532112
AA,24,CLT,3876,SLC,3536,,0,320,POINT (-80.94309998 35.2140007),POINT (-111.979746 40.785749),3543659.765615652
AA,24,CLT,3876,SMF,3817,,0,321,POINT (-80.94309998 35.2140007),POINT (-121.5910034 38.69540024),4550836.077820361
AA,24,CLT,3876,STL,3678,,0,319,POINT (-80.94309998 35.2140007),POINT (-90.370003 38.748697),1159321.3928258556
AA,24,CLT,3876,TPA,3646,,0,320 321 319 737,POINT (-80.94309998 35.2140007),POINT (-82.53320313 27.97550011),963514.8405796154
AA,24,CVG,3488,CLT,3876,,0,CRJ,POINT (-84.667801 39.048801),POINT (-80.94309998 35.2140007),677388.0501390502
AA,24,CVG,3488,DFW,3670,Y,0,ER4 ERD,POINT (-84.667801 39.048801),POINT (-97.038002 32.896801),1616708.2865029415
AA,24,CVG,3488,JFK,3797,Y,0,ER4,POINT (-84.667801 39.048801),POINT (-73.779317 40.639447),1233848.7046810081
AA,24,CVG,3488,MIA,3576,Y,0,ER4,POINT (-84.667801 39.048801),POINT (-80.29060364 25.79319954),1821555.753234915
AA,24,CVG,3488,ORD,3830,Y,0,ER4,POINT (-84.667801 39.048801),POINT (-87.9048 41.9786),560340.1959097404
AA,24,CVG,3488,PHL,3752,Y,0,E70 CRJ E75,POINT (-84.667801 39.048801),POINT (-75.2410965 39.87189865),1056065.7313780824
AA,24,DEN,3751,CLT,3876,,0,321 320,POINT (-104.6729965 39.86169815),POINT (-80.94309998 35.2140007),2721080.9753079168
AA,24,DEN,3751,DFW,3670,,0,738 M83 M80,POINT (-104.6729965 39.86169815),POINT (-97.038002 32.896801),1285359.9219739558
AA,24,DEN,3751,LAX,3484,Y,0,CR7,POINT (-104.6729965 39.86169815),POINT (-118.407997 33.942501),1737245.7951804085
AA,24,DEN,3751,MIA,3576,,0,738,POINT (-104.6729965 39.86169815),POINT (-80.29060364 25.79319954),3297402.236150847
AA,24,DEN,3751,ORD,3830,,0,M80 M83,POINT (-104.6729965 39.86169815),POINT (-87.9048 41.9786),1892507.386217569
AA,24,DEN,3751,PHL,3752,,0,320 321,POINT (-104.6729965 39.86169815),POINT (-75.2410965 39.87189865),3276344.455094712
AA,24,DEN,3751,PHX,3462,,0,320 321,POINT (-104.6729965 39.86169815),POINT (-112.005905 33.435302),1209603.981973952
AA,24,DFW,3670,ATL,3682,,0,M83 M80 319,POINT (-97.038002 32.896801),POINT (-84.428101 33.6367),1407180.059276798
AA,24,DFW,3670,AUS,3673,,0,M80 M83 738,POINT (-97.038002 32.896801),POINT (-97.662015 30.197535),359424.04849522474
AA,24,DFW,3670,BNA,3690,,0,738 M80 M83,POINT (-97.038002 32.896801),POINT (-86.67819977 36.12450027),1232967.6642946391
AA,24,DFW,3670,BOS,3448,,0,738 757,POINT (-97.038002 32.896801),POINT (-71.005203 42.3643),3190292.1839163997
AA,24,DFW,3670,BWI,3849,,0,M83 M80,POINT (-97.038002 32.896801),POINT (-76.668297 39.1754),2427005.41575469
AA,24,DFW,3670,CLE,3486,,0,319,POINT (-97.038002 32.896801),POINT (-81.84980011 41.4117012),2068484.483383478
AA,24,DFW,3670,CLT,3876,,0,321 319 M80 M83 320 737 757,POINT (-97.038002 32.896801),POINT (-80.94309998 35.2140007),1818533.9967462628
AA,24,DFW,3670,CVG,3488,Y,0,ERD ER4,POINT (-97.038002 32.896801),POINT (-84.667801 39.048801),1616708.2865029415
AA,24,DFW,3670,DEN,3751,,0,738 M80 M83,POINT (-97.038002 32.896801),POINT (-104.6729965 39.86169815),1285359.9219739558
AA,24,DFW,3670,DTW,3645,,0,738 M83 M80,POINT (-97.038002 32.896801),POINT (-83.35340118 42.21239853),2009968.0072013095
AA,24,DFW,3670,EWR,3494,,0,M83 M80,POINT (-97.038002 32.896801),POINT (-74.168701 40.692501),2767553.4837293606
AA,24,DFW,3670,FLL,3533,,0,738,POINT (-97.038002 32.896801),POINT (-80.152702 26.072599),2072728.3146996056
AA,24,DFW,3670,HNL,3728,,0,763,POINT (-97.038002 32.896801),POINT (-157.924228 21.32062),6931496.256596552
AA,24,DFW,3670,IAD,3714,,0,738 M80,POINT (-97.038002 32.896801),POINT (-77.455803 38.9445),2333299.59141593
AA,24,DFW,3670,IAH,3550,,0,M83 M80,POINT (-97.038002 32.896801),POINT (-95.34140015 29.9843998),424408.5176357652
AA,24,DFW,3670,IND,3585,,0,M80 M83,POINT (-97.038002 32.896801),POINT (-86.294403 39.7173),1523228.0405943429
AA,24,DFW,3670,JFK,3797,,0,738,POINT (-97.038002 32.896801),POINT (-73.779317 40.639447),2804476.602198709
AA,24,DFW,3670,LAS,3877,,0,738 M80 M83 757,POINT (-97.038002 32.896801),POINT (-115.151817 36.083361),2061860.4611557496
AA,24,DFW,3670,LAX,3484,,0,738 763 757 M83,POINT (-97.038002 32.896801),POINT (-118.407997 33.942501),2382981.8733873065
AA,24,DFW,3670,MCI,3458,,0,M80 M83,POINT (-97.038002 32.896801),POINT (-94.713898 39.2976),919907.0755517017
AA,24,DFW,3670,MCO,3878,,0,738 M80 M83 757,POINT (-97.038002 32.896801),POINT (-81.30899811 28.42939949),1844003.0123609225
AA,24,DFW,3670,MEM,3473,,0,319,POINT (-97.038002 32.896801),POINT (-89.97669983 35.04240036),837169.556791911
AA,24,DFW,3670,MIA,3576,,0,738 763 757,POINT (-97.038002 32.896801),POINT (-80.29060364 25.79319954),2073727.9045004814
AA,24,DFW,3670,MSP,3858,,0,M80 M83 738,POINT (-97.038002 32.896801),POINT (-93.221802 44.882),1772996.1189531249
AA,24,DFW,3670,MSY,3861,,0,M83 M80,POINT (-97.038002 32.896801),POINT (-90.25800323 29.99340057),844521.2727999282
AA,24,DFW,3670,ORD,3830,,0,M80 M83,POINT (-97.038002 32.896801),POINT (-87.9048 41.9786),1631646.722324806
AA,24,DFW,3670,PDX,3720,,0,M83,POINT (-97.038002 32.896801),POINT (-122.5979996 45.58869934),3384673.5305507034
AA,24,DFW,3670,PHL,3752,,0,738 320 319 M83 M80 E90 757,POINT (-97.038002 32.896801),POINT (-75.2410965 39.87189865),2611541.9122651066
AA,24,DFW,3670,PHX,3462,,0,321 738 M80 319 M83 320,POINT (-97.038002 32.896801),POINT (-112.005905 33.435302),1667757.5512743322
AA,24,DFW,3670,PIT,3570,,0,M80,POINT (-97.038002 32.896801),POINT (-80.23290253 40.49150085),2148210.6769355256
AA,24,DFW,3670,RDU,3626,,0,M80 M83 738,POINT (-97.038002 32.896801),POINT (-78.787498 35.877602),2071061.5099839445
AA,24,DFW,3670,RSW,3793,,0,738,POINT (-97.038002 32.896801),POINT (-81.75520325 26.53619957),1886832.5999620783
AA,24,DFW,3670,SAN,3731,,0,738 M80 M83 757,POINT (-97.038002 32.896801),POINT (-117.1900024 32.73360062),2243414.573198998
AA,24,DFW,3670,SFO,3469,,0,738 757 763,POINT (-97.038002 32.896801),POINT (-122.375 37.61899948),2893117.8650546917
AA,24,DFW,3670,SLC,3536,,0,M83 M80,POINT (-97.038002 32.896801),POINT (-111.979746 40.785749),1993685.2888873648
AA,24,DFW,3670,SMF,3817,,0,M83,POINT (-97.038002 32.896801),POINT (-121.5910034 38.69540024),2846924.096316221
AA,24,DFW,3670,STL,3678,,0,M80 M83 738,POINT (-97.038002 32.896801),POINT (-90.370003 38.748697),1094345.812980041
AA,24,DFW,3670,TPA,3646,,0,738 M83 M80,POINT (-97.038002 32.896801),POINT (-82.53320313 27.97550011),1735309.7714536139
AA,24,DTW,3645,CLT,3876,,0,319 321,POINT (-83.35340118 42.21239853),POINT (-80.94309998 35.2140007),1035223.5857803491
AA,24,DTW,3645,DFW,3670,,0,M83 M80 738,POINT (-83.35340118 42.21239853),POINT (-97.038002 32.896801),2009968.0072013095
AA,24,DTW,3645,MIA,3576,,0,738,POINT (-83.35340118 42.21239853),POINT (-80.29060364 25.79319954),2245395.153081785
AA,24,DTW,3645,ORD,3830,Y,0,E75 ERD ER4 CR7,POINT (-83.35340118 42.21239853),POINT (-87.9048 41.9786),507872.0083253105
AA,24,DTW,3645,PHL,3752,,0,320 E90 319,POINT (-83.35340118 42.21239853),POINT (-75.2410965 39.87189865),966895.3056219219
AA,24,DTW,3645,PHX,3462,,0,319 321,POINT (-83.35340118 42.21239853),POINT (-112.005905 33.435302),3422002.03509374
AA,24,EWR,3494,CLT,3876,,0,321 320 737 319,POINT (-74.168701 40.692501),POINT (-80.94309998 35.2140007),1080701.573118741
AA,24,EWR,3494,DFW,3670,,0,M83 M80,POINT (-74.168701 40.692501),POINT (-97.038002 32.896801),2767553.4837293606
AA,24,EWR,3494,MIA,3576,,0,757 738,POINT (-74.168701 40.692501),POINT (-80.29060364 25.79319954),2106862.125417111
AA,24,EWR,3494,ORD,3830,Y,0,E75 CR7,POINT (-74.168701 40.692501),POINT (-87.9048 41.9786),1540939.122203012
AA,24,EWR,3494,PHL,3752,,0,DH3,POINT (-74.168701 40.692501),POINT (-75.2410965 39.87189865),169087.14052846478
AA,24,EWR,3494,PHX,3462,,0,320,POINT (-74.168701 40.692501),POINT (-112.005905 33.435302),4332322.567192493
AA,24,FLL,3533,CLT,3876,,0,319 321 320 737,POINT (-80.152702 26.072599),POINT (-80.94309998 35.2140007),1188187.9619852728
AA,24,FLL,3533,DFW,3670,,0,738,POINT (-80.152702 26.072599),POINT (-97.038002 32.896801),2072728.3146996056
AA,24,FLL,3533,ORD,3830,,0,738,POINT (-80.152702 26.072599),POINT (-87.9048 41.9786),2316442.2775787315
AA,24,FLL,3533,PHL,3752,,0,320 319 737,POINT (-80.152702 26.072599),POINT (-75.2410965 39.87189865),1918815.7603625085
AA,24,FLL,3533,PHX,3462,,0,320 319,POINT (-80.152702 26.072599),POINT (-112.005905 33.435302),3669685.583858943
AA,24,HNL,3728,DFW,3670,,0,763,POINT (-157.924228 21.32062),POINT (-97.038002 32.896801),6931496.256596552
AA,24,HNL,3728,LAX,3484,,0,757,POINT (-157.924228 21.32062),POINT (-118.407997 33.942501),4677779.99232403
AA,24,HNL,3728,PHX,3462,,0,757,POINT (-157.924228 21.32062),POINT (-112.005905 33.435302),5333691.020305871
AA,24,IAD,3714,CLT,3876,,0,CR7 CR9,POINT (-77.455803 38.9445),POINT (-80.94309998 35.2140007),649504.0822019973
AA,24,IAD,3714,DFW,3670,,0,738 M80,POINT (-77.455803 38.9445),POINT (-97.038002 32.896801),2333299.59141593
AA,24,IAD,3714,LAX,3484,,0,738,POINT (-77.455803 38.9445),POINT (-118.407997 33.942501),4611095.595668505
AA,24,IAD,3714,MIA,3576,,0,738,POINT (-77.455803 38.9445),POINT (-80.29060364 25.79319954),1768615.178910221
AA,24,IAH,3550,CLT,3876,,0,321 737 319 320,POINT (-95.34140015 29.9843998),POINT (-80.94309998 35.2140007),1745599.1763892227
AA,24,IAH,3550,DFW,3670,,0,M80 M83,POINT (-95.34140015 29.9843998),POINT (-97.038002 32.896801),424408.5176357652
AA,24,IAH,3550,LAX,3484,Y,0,CR7,POINT (-95.34140015 29.9843998),POINT (-118.407997 33.942501),2619794.210780374
AA,24,IAH,3550,MIA,3576,,0,738,POINT (-95.34140015 29.9843998),POINT (-80.29060364 25.79319954),1756691.2566515368
AA,24,IAH,3550,ORD,3830,Y,0,CR7,POINT (-95.34140015 29.9843998),POINT (-87.9048 41.9786),1851597.4792135633
AA,24,IAH,3550,PHL,3752,,0,E90,POINT (-95.34140015 29.9843998),POINT (-75.2410965 39.87189865),2611097.766042252
AA,24,IAH,3550,PHX,3462,,0,319 320,POINT (-95.34140015 29.9843998),POINT (-112.005905 33.435302),1909280.9798914501
AA,24,IND,3585,CLT,3876,,0,319,POINT (-86.294403 39.7173),POINT (-80.94309998 35.2140007),868457.0212608748
AA,24,IND,3585,DFW,3670,,0,M80 M83,POINT (-86.294403 39.7173),POINT (-97.038002 32.896801),1523228.0405943429
AA,24,IND,3585,JFK,3797,Y,0,ER4,POINT (-86.294403 39.7173),POINT (-73.779317 40.639447),1399636.8671266285
AA,24,IND,3585,LAX,3484,,0,738,POINT (-86.294403 39.7173),POINT (-118.407997 33.942501),3664134.5054766084
AA,24,IND,3585,MIA,3576,Y,0,ER4,POINT (-86.294403 39.7173),POINT (-80.29060364 25.79319954),1968391.5933805113
AA,24,IND,3585,ORD,3830,Y,0,E75 ER4 ERD CR7,POINT (-86.294403 39.7173),POINT (-87.9048 41.9786),378037.2002225359
AA,24,IND,3585,PHL,3752,,0,E90,POINT (-86.294403 39.7173),POINT (-75.2410965 39.87189865),1230652.3026124602
AA,24,IND,3585,PHX,3462,,0,320 319,POINT (-86.294403 39.7173),POINT (-112.005905 33.435302),2991994.8782045795
AA,24,JFK,3797,AUS,3673,,0,738,POINT (-73.779317 40.639447),POINT (-97.662015 30.197535),3018952.3941698773
AA,24,JFK,3797,BNA,3690,Y,0,ER4,POINT (-73.779317 40.639447),POINT (-86.67819977 36.12450027),1572695.9002876563
AA,24,JFK,3797,BOS,3448,,0,738,POINT (-73.779317 40.639447),POINT (-71.005203 42.3643),401382.0474806486
AA,24,JFK,3797,BWI,3849,Y,0,ER4,POINT (-73.779317 40.639447),POINT (-76.668297 39.1754),385451.7738302722
AA,24,JFK,3797,CLE,3486,Y,0,ER4,POINT (-73.779317 40.639447),POINT (-81.84980011 41.4117012),905600.2033918574
AA,24,JFK,3797,CLT,3876,,0,321 319,POINT (-73.779317 40.639447),POINT (-80.94309998 35.2140007),1105973.5588162097
AA,24,JFK,3797,CVG,3488,Y,0,ER4,POINT (-73.779317 40.639447),POINT (-84.667801 39.048801),1233848.7046810081
AA,24,JFK,3797,DFW,3670,,0,738 757,POINT (-73.779317 40.639447),POINT (-97.038002 32.896801),2804476.602198709
AA,24,JFK,3797,IND,3585,Y,0,ER4,POINT (-73.779317 40.639447),POINT (-86.294403 39.7173),1399636.8671266285
AA,24,JFK,3797,LAS,3877,,0,738,POINT (-73.779317 40.639447),POINT (-115.151817 36.083361),4650818.386470079
AA,24,JFK,3797,LAX,3484,,0,32B 762,POINT (-73.779317 40.639447),POINT (-118.407997 33.942501),5055857.887289621
AA,24,JFK,3797,MCO,3878,,0,763 757,POINT (-73.779317 40.639447),POINT (-81.30899811 28.42939949),1856124.118313929
